,BirdID,Brood.code,Chick.code,social.fem,social.male,Age,Date,Year,Time,Mass,Chick.order,Air.temp,max.temp,CF.brood.no,f.cc,femID,m.cc,maleID,maxage,surv
1082,10382,R131,CR0415,YM/VO,BC/MB,10,12/07/2018,2018,08:01:00,13.5,2,17.1,38.61998467,NA,YM/VO,8979,BC/MB,8652,12,0
1083,10382,R131,CR0415,YM/VO,BC/MB,12,14/07/2018,2018,08:17:00,14,2,20.8,38.87480882,NA,YM/VO,8979,BC/MB,8652,12,1
1086,10383,R134,CR0416,NA,NB/YM,2,04/07/2018,2018,09:14:00,5.2,4,20.5,33.1,NA,NA,NA,NB/YM,9093,12,0
1085,10383,R134,CR0416,NA,NB/YM,5,07/07/2018,2018,08:39:00,11.8,2,23.4,36.80466601,NA,NA,NA,NB/YM,9093,12,0
1088,10383,R134,CR0416,NA,NB/YM,10,12/07/2018,2018,08:51:00,24.5,3,19.4,38.13700503,NA,NA,NA,NB/YM,9093,12,0
1087,10383,R134,CR0416,NA,NB/YM,12,14/07/2018,2018,10:34:00,25.4,1,24.1,38.2,NA,NA,NA,NB/YM,9093,12,1
1090,10384,R135,CR0417,BM/RO,CR/MW,2,05/07/2018,2018,09:19:00,3.2,1,22.5,37.61725874,NA,BM/RO,8559,CR/MW,10335,5,0
1089,10384,R135,CR0417,BM/RO,CR/MW,5,08/07/2018,2018,09:00:00,8.7,2,23.9,37.17564639,NA,BM/RO,8559,CR/MW,10335,5,1
1091,10385,R135,CR0418,BM/RO,CR/MW,2,05/07/2018,2018,09:19:00,4.9,2,22.5,35.6002145,NA,BM/RO,8559,CR/MW,10335,5,0
1092,10385,R135,CR0418,BM/RO,CR/MW,5,08/07/2018,2018,09:00:00,12,1,23.9,37.07813017,NA,BM/RO,8559,CR/MW,10335,5,1
1095,10388,R139,CR0421,MN/DO,NA,2,06/07/2018,2018,10:51:00,4.1,1,24.2,35.1,NA,MN/DO,9407,NA,NA,12,0
1093,10388,R139,CR0421,MN/DO,NA,5,09/07/2018,2018,11:10:00,10.6,1,26.4,36.52778533,NA,MN/DO,9407,NA,NA,12,0
1094,10388,R139,CR0421,MN/DO,NA,10,14/07/2018,2018,10:20:00,21.6,2,23.5,38.6,NA,MN/DO,9407,NA,NA,12,0
1096,10388,R139,CR0421,MN/DO,NA,12,16/07/2018,2018,09:25:00,23.2,1,23.9,38.7,NA,MN/DO,9407,NA,NA,12,1
1100,10389,R139,CR0422,MN/DO,NA,2,06/07/2018,2018,10:51:00,3.7,2,24.2,33.9,NA,MN/DO,9407,NA,NA,12,0
1098,10389,R139,CR0422,MN/DO,NA,5,09/07/2018,2018,11:10:00,10.7,2,26.4,37.57316547,NA,MN/DO,9407,NA,NA,12,0
1099,10389,R139,CR0422,MN/DO,NA,10,14/07/2018,2018,10:20:00,21.6,4,23.8,39.06184724,NA,MN/DO,9407,NA,NA,12,0
1097,10389,R139,CR0422,MN/DO,NA,12,16/07/2018,2018,09:25:00,21.9,3,23.9,38.97689256,NA,MN/DO,9407,NA,NA,12,1
1102,10390,R139,CR0423,MN/DO,NA,2,06/07/2018,2018,10:51:00,3.6,3,24.3,33.4,NA,MN/DO,9407,NA,NA,12,0
1101,10390,R139,CR0423,MN/DO,NA,5,09/07/2018,2018,11:10:00,10.5,3,26.4,37.12627512,NA,MN/DO,9407,NA,NA,12,0
1103,10390,R139,CR0423,MN/DO,NA,10,14/07/2018,2018,10:20:00,21.7,1,23.5,40.10316166,NA,MN/DO,9407,NA,NA,12,0
1104,10390,R139,CR0423,MN/DO,NA,12,16/07/2018,2018,09:25:00,23.1,2,23.9,38.33757137,NA,MN/DO,9407,NA,NA,12,1
1108,10391,R139,CR0424,MN/DO,NA,2,06/07/2018,2018,10:51:00,2.6,4,24.4,33.7,NA,MN/DO,9407,NA,NA,12,0
1105,10391,R139,CR0424,MN/DO,NA,5,09/07/2018,2018,11:10:00,5.5,4,26.5,35.52861854,NA,MN/DO,9407,NA,NA,12,0
1106,10391,R139,CR0424,MN/DO,NA,10,14/07/2018,2018,10:20:00,11.7,3,23.7,37.8212237,NA,MN/DO,9407,NA,NA,12,0
1107,10391,R139,CR0424,MN/DO,NA,12,16/07/2018,2018,09:25:00,16.6,4,23.8,37.61520609,NA,MN/DO,9407,NA,NA,12,1
1111,10394,R137,CR0427,NM/DY,BY/YM,2,07/07/2018,2018,09:00:00,5.5,1,23.6,36.01857634,R138,NM/DY,9571,BY/YM,9089,12,0
1109,10394,R138,CR0427,BM/YB,BM/BB,5,10/07/2018,2018,09:00:00,13.4,2,22.7,35.80089643,NA,BM/YB,8607,BM/BB,8515,12,0
1112,10394,R138,CR0427,BM/YB,BM/BB,10,15/07/2018,2018,09:04:00,24,2,24.1,37.53553582,NA,BM/YB,8607,BM/BB,8515,12,0
1110,10394,R138,CR0427,BM/YB,BM/BB,12,17/07/2018,2018,11:01:00,24.5,2,22.4,39.78357134,NA,BM/YB,8607,BM/BB,8515,12,1
1116,10395,R138,CR0428,BM/YB,BM/BB,2,07/07/2018,2018,09:07:00,3.7,1,23.7,34.37687263,R137,BM/YB,8607,BM/BB,8515,12,0
1115,10395,R137,CR0428,NM/DY,BY/YM,5,10/07/2018,2018,09:06:00,12.2,1,22.6,35.98298166,NA,NM/DY,9571,BY/YM,9089,12,0
1114,10395,R137,CR0428,NM/DY,BY/YM,10,15/07/2018,2018,08:54:00,24.7,1,23.9,38.8,NA,NM/DY,9571,BY/YM,9089,12,0
1113,10395,R137,CR0428,NM/DY,BY/YM,12,17/07/2018,2018,10:45:00,26.3,1,21.5,40.04969195,NA,NM/DY,9571,BY/YM,9089,12,1
1117,10396,R138,CR0429,BM/YB,BM/BB,2,07/07/2018,2018,09:07:00,1.6,2,23.7,32.1,NA,BM/YB,8607,BM/BB,8515,2,1
1119,10397,R138,CR0430,BM/YB,BM/BB,2,07/07/2018,2018,09:07:00,4,3,23.7,33.6,NA,BM/YB,8607,BM/BB,8515,12,0
1120,10397,R138,CR0430,BM/YB,BM/BB,5,10/07/2018,2018,09:00:00,10,1,22.7,35.48720545,NA,BM/YB,8607,BM/BB,8515,12,0
1118,10397,R138,CR0430,BM/YB,BM/BB,10,15/07/2018,2018,09:04:00,23.4,1,24.1,39.48670274,NA,BM/YB,8607,BM/BB,8515,12,0
1121,10397,R138,CR0430,BM/YB,BM/BB,12,17/07/2018,2018,11:01:00,24.8,1,22.5,38.27401715,NA,BM/YB,8607,BM/BB,8515,12,1
1125,10398,R140,CR0431,MD/NB,MY/YW,2,08/07/2018,2018,09:25:00,4.5,1,24.5,36.1,NA,MD/NB,6724,MY/YW,8906,12,0
1122,10398,R140,CR0431,MD/NB,MY/YW,5,11/07/2018,2018,12:02:00,13.6,5,26.5,38.06050009,NA,MD/NB,6724,MY/YW,8906,12,0
1123,10398,R140,CR0431,MD/NB,MY/YW,10,16/07/2018,2018,11:16:00,23.3,3,24.4,40.6045112,NA,MD/NB,6724,MY/YW,8906,12,0
1124,10398,R140,CR0431,MD/NB,MY/YW,12,18/07/2018,2018,09:04:00,23.9,2,21.2,39.1,NA,MD/NB,6724,MY/YW,8906,12,1
1128,10399,R140,CR0432,MD/NB,MY/YW,2,08/07/2018,2018,09:25:00,4.7,2,24.5,36,NA,MD/NB,6724,MY/YW,8906,12,0
1126,10399,R140,CR0432,MD/NB,MY/YW,5,11/07/2018,2018,12:02:00,14.6,4,26.5,37.38570718,NA,MD/NB,6724,MY/YW,8906,12,0
1127,10399,R140,CR0432,MD/NB,MY/YW,10,16/07/2018,2018,11:16:00,24.5,2,24.4,40.06237273,NA,MD/NB,6724,MY/YW,8906,12,0
1129,10399,R140,CR0432,MD/NB,MY/YW,12,18/07/2018,2018,09:04:00,25.5,1,21.1,36.7,NA,MD/NB,6724,MY/YW,8906,12,1
1133,10400,R140,CR0433,MD/NB,MY/YW,2,08/07/2018,2018,09:25:00,2.4,3,24.6,35.4,NA,MD/NB,6724,MY/YW,8906,12,0
1131,10400,R140,CR0433,MD/NB,MY/YW,5,11/07/2018,2018,12:02:00,8.4,2,26.5,37.17450211,NA,MD/NB,6724,MY/YW,8906,12,0
1132,10400,R140,CR0433,MD/NB,MY/YW,10,16/07/2018,2018,11:16:00,17.9,1,24.3,39.00138451,NA,MD/NB,6724,MY/YW,8906,12,0
1130,10400,R140,CR0433,MD/NB,MY/YW,12,18/07/2018,2018,09:04:00,21,3,21.2,39.2848636,NA,MD/NB,6724,MY/YW,8906,12,1
1135,10401,R140,CR0434,MD/NB,MY/YW,2,08/07/2018,2018,09:25:00,3.4,4,24.6,34.8,NA,MD/NB,6724,MY/YW,8906,12,0
1134,10401,R140,CR0434,MD/NB,MY/YW,5,11/07/2018,2018,12:02:00,10.2,3,26.5,37.78590765,NA,MD/NB,6724,MY/YW,8906,12,0
1136,10401,R140,CR0434,MD/NB,MY/YW,10,16/07/2018,2018,11:16:00,19.1,4,24.5,38.97403277,NA,MD/NB,6724,MY/YW,8906,12,0
1137,10401,R140,CR0434,MD/NB,MY/YW,12,18/07/2018,2018,09:04:00,20.6,4,21.3,39.11915387,NA,MD/NB,6724,MY/YW,8906,12,1
1141,10402,R141,CR0435,NR/YM,MD/YN,2,09/07/2018,2018,08:16:00,5,1,19.7,37.53287121,R142,NR/YM,9100,MD/YN,6808,12,0
1140,10402,R142,CR0435,OR/MY,WV/MY,5,12/07/2018,2018,08:19:00,13.8,3,17.3,36.76985973,NA,OR/MY,9249,WV/MY,9185,12,0
1139,10402,R142,CR0435,OR/MY,WV/MY,10,17/07/2018,2018,08:37:00,21.3,3,16.8,37.79801153,NA,OR/MY,9249,WV/MY,9185,12,0
1138,10402,R142,CR0435,OR/MY,WV/MY,12,19/07/2018,2018,16:47:00,24.1,1,24,37.9,NA,OR/MY,9249,WV/MY,9185,12,1
1142,10403,R141,CR0436,NR/YM,MD/YN,2,09/07/2018,2018,08:16:00,5.7,2,19.7,34.53365744,R142,NR/YM,9100,MD/YN,6808,12,0
1144,10403,R142,CR0436,OR/MY,WV/MY,5,12/07/2018,2018,08:19:00,15.8,1,17.2,38.69482593,NA,OR/MY,9249,WV/MY,9185,12,0
1145,10403,R142,CR0436,OR/MY,WV/MY,10,17/07/2018,2018,08:37:00,24,1,16.8,37.46132922,NA,OR/MY,9249,WV/MY,9185,12,0
1143,10403,R142,CR0436,OR/MY,WV/MY,12,19/07/2018,2018,16:47:00,25.6,3,24.1,37.64419569,NA,OR/MY,9249,WV/MY,9185,12,1
1149,10404,R141,CR0437,NR/YM,MD/YN,2,09/07/2018,2018,08:16:00,4,3,19.7,33.1,R142,NR/YM,9100,MD/YN,6808,12,0
1148,10404,R142,CR0437,OR/MY,WV/MY,5,12/07/2018,2018,08:19:00,12.7,2,17.2,36.59348092,NA,OR/MY,9249,WV/MY,9185,12,0
1146,10404,R142,CR0437,OR/MY,WV/MY,10,17/07/2018,2018,08:37:00,20.9,2,16.8,38.22462826,NA,OR/MY,9249,WV/MY,9185,12,0
1147,10404,R142,CR0437,OR/MY,WV/MY,12,19/07/2018,2018,16:47:00,23.5,2,24.1,40.07392465,NA,OR/MY,9249,WV/MY,9185,12,1
1152,10405,R141,CR0438,NR/YM,MD/YN,2,09/07/2018,2018,08:16:00,2.2,4,19.7,32.6,NA,NR/YM,9100,MD/YN,6808,12,0
1151,10405,R141,CR0438,NR/YM,MD/YN,5,12/07/2018,2018,08:10:00,7.3,4,17.1,35.5,NA,NR/YM,9100,MD/YN,6808,12,0
1153,10405,R141,CR0438,NR/YM,MD/YN,10,17/07/2018,2018,08:26:00,14,3,17,38.95421281,NA,NR/YM,9100,MD/YN,6808,12,0
1150,10405,R141,CR0438,NR/YM,MD/YN,12,19/07/2018,2018,17:28:00,17.5,4,24.3,39.002957,NA,NR/YM,9100,MD/YN,6808,12,1
1154,10406,R142,CR0439,OR/MY,WV/MY,2,09/07/2018,2018,07:59:00,3.2,1,19.5,36.1,R141,OR/MY,9249,WV/MY,9185,12,0
1157,10406,R141,CR0439,NR/YM,MD/YN,5,12/07/2018,2018,08:10:00,11.4,3,17,35.4,NA,NR/YM,9100,MD/YN,6808,12,0
1155,10406,R141,CR0439,NR/YM,MD/YN,10,17/07/2018,2018,08:26:00,20.4,4,17,39.11211782,NA,NR/YM,9100,MD/YN,6808,12,0
1156,10406,R141,CR0439,NR/YM,MD/YN,12,19/07/2018,2018,17:28:00,22.5,3,24.2,38.72271945,NA,NR/YM,9100,MD/YN,6808,12,1
1158,10407,R142,CR0440,OR/MY,WV/MY,2,09/07/2018,2018,07:59:00,2.3,2,19.5,34.2,R141,OR/MY,9249,WV/MY,9185,12,0
1161,10407,R141,CR0440,NR/YM,MD/YN,5,12/07/2018,2018,08:10:00,8.9,2,16.9,35.42939445,NA,NR/YM,9100,MD/YN,6808,12,0
1159,10407,R141,CR0440,NR/YM,MD/YN,10,17/07/2018,2018,08:26:00,17.1,2,17.1,38.99054053,NA,NR/YM,9100,MD/YN,6808,12,0
1160,10407,R141,CR0440,NR/YM,MD/YN,12,19/07/2018,2018,17:28:00,20.8,1,24.3,40,NA,NR/YM,9100,MD/YN,6808,12,1
1164,10408,R142,CR0441,OR/MY,WV/MY,2,09/07/2018,2018,07:59:00,4.3,3,19.5,34,R141,OR/MY,9249,WV/MY,9185,12,0
1165,10408,R141,CR0441,NR/YM,MD/YN,5,12/07/2018,2018,08:10:00,13.8,1,16.9,38.83546267,NA,NR/YM,9100,MD/YN,6808,12,0
1162,10408,R141,CR0441,NR/YM,MD/YN,10,17/07/2018,2018,08:26:00,21.4,1,17.1,40.11913117,NA,NR/YM,9100,MD/YN,6808,12,0
1163,10408,R141,CR0441,NR/YM,MD/YN,12,19/07/2018,2018,17:28:00,23.9,2,24.3,38.00538669,NA,NR/YM,9100,MD/YN,6808,12,1
1167,10409,R140,CR0442,MD/NB,MY/YW,5,11/07/2018,2018,12:02:00,5.6,1,26.5,37.13433287,NA,MD/NB,6724,MY/YW,8906,10,0
1166,10409,R140,CR0442,MD/NB,MY/YW,10,16/07/2018,2018,11:16:00,5.8,5,24.5,35.7,NA,MD/NB,6724,MY/YW,8906,10,1
1168,10411,R144,CR0444,DM/CV,NA,2,16/07/2018,2018,09:04:00,3.3,1,23.5,34.6,R146,DM/CV,6955,NA,NA,2,1
1170,10412,R144,CR0445,DM/CV,NA,2,16/07/2018,2018,09:04:00,3.5,2,23.5,35.1,R146,DM/CV,6955,NA,NA,5,0
1169,10412,R146,CR0445,BR/YM,BW/MN,5,19/07/2018,2018,09:10:00,4.2,2,22.5,34.9,NA,BR/YM,9082,BW/MN,9626,5,1
1171,10413,R144,CR0446,DM/CV,NA,2,16/07/2018,2018,09:04:00,2.8,3,23.7,34.6,R146,DM/CV,6955,NA,NA,2,1
1172,10414,R144,CR0447,DM/CV,NA,2,16/07/2018,2018,09:04:00,3.5,4,23.7,33.5,R146,DM/CV,6955,NA,NA,5,0
1173,10414,R146,CR0447,BR/YM,BW/MN,5,19/07/2018,2018,09:10:00,5.1,1,22.5,36.4,NA,BR/YM,9082,BW/MN,9626,5,1
1174,10415,R146,CR0448,BR/YM,BW/MN,2,16/07/2018,2018,11:46:00,4.4,1,25.5,37.8,R147,BR/YM,9082,BW/MN,9626,5,0
1175,10415,R147,CR0448,YM/WY,NM/CN,5,19/07/2018,2018,08:49:00,5.7,3,22.2,34,NA,YM/WY,8956,NM/CN,9564,5,1
1178,10416,R146,CR0449,BR/YM,BW/MN,2,16/07/2018,2018,11:46:00,2.5,2,25.5,35.7,R147,BR/YM,9082,BW/MN,9626,12,0
1177,10416,R147,CR0449,YM/WY,NM/CN,5,19/07/2018,2018,08:49:00,2.8,2,22.1,34.6,NA,YM/WY,8956,NM/CN,9564,12,0
1176,10416,R158,CR0449,YO/MB,NA,12,05/08/2018,2018,11:52:00,24.4,3,28.2,39.95890839,NA,YO/MB,8693,NA,NA,12,1
1181,10417,R146,CR0450,BR/YM,BW/MN,2,16/07/2018,2018,11:46:00,4.2,3,25.5,34.8,R147,BR/YM,9082,BW/MN,9626,12,0
1180,10417,R147,CR0450,YM/WY,NM/CN,5,19/07/2018,2018,08:49:00,8.3,1,22.1,34.71703883,NA,YM/WY,8956,NM/CN,9564,12,0
1179,10417,R147,CR0450,YM/WY,NM/CN,10,24/07/2018,2018,10:14:00,17.4,1,22.4,37.93188533,NA,YM/WY,8956,NM/CN,9564,12,0
1182,10417,R147,CR0450,YM/WY,NM/CN,12,26/07/2018,2018,12:17:00,19.2,1,27.2,41.5,NA,YM/WY,8956,NM/CN,9564,12,1
1183,10418,R146,CR0451,BR/YM,BW/MN,2,16/07/2018,2018,11:46:00,4,4,25.5,34.4,R147,BR/YM,9082,BW/MN,9626,2,1
1186,10419,R147,CR0452,YM/WY,NM/CN,2,16/07/2018,2018,11:30:00,4.1,1,25.2,36.5,R144,YM/WY,8956,NM/CN,9564,12,0
1185,10419,R144,CR0452,DM/CV,NA,5,19/07/2018,2018,08:15:00,11.6,1,21.7,37.40637211,NA,DM/CV,6955,NA,NA,12,0
1184,10419,R144,CR0452,DM/CV,NA,10,24/07/2018,2018,09:15:00,26.3,3,21.4,37.61329156,NA,DM/CV,6955,NA,NA,12,0
1187,10419,R144,CR0452,DM/CV,NA,12,26/07/2018,2018,10:59:00,27,3,25.5,37.9,NA,DM/CV,6955,NA,NA,12,1
1191,10420,R147,CR0453,YM/WY,NM/CN,2,16/07/2018,2018,11:30:00,2.3,2,25.2,34.8,R144,YM/WY,8956,NM/CN,9564,12,0
1188,10420,R144,CR0453,DM/CV,NA,5,19/07/2018,2018,08:15:00,5.8,3,21.8,34.5,NA,DM/CV,6955,NA,NA,12,0
1189,10420,R144,CR0453,DM/CV,NA,10,24/07/2018,2018,09:15:00,14.4,2,21.4,37.75612924,NA,DM/CV,6955,NA,NA,12,0
1190,10420,R144,CR0453,DM/CV,NA,12,26/07/2018,2018,10:59:00,20.8,1,25.6,40.24355178,NA,DM/CV,6955,NA,NA,12,1
1194,10421,R147,CR0454,YM/WY,NM/CN,2,16/07/2018,2018,11:30:00,6.5,3,25.2,35.9,R144,YM/WY,8956,NM/CN,9564,12,0
1195,10421,R144,CR0454,DM/CV,NA,5,19/07/2018,2018,08:15:00,15.1,2,21.8,36.76737449,NA,DM/CV,6955,NA,NA,12,0
1193,10421,R144,CR0454,DM/CV,NA,10,24/07/2018,2018,09:15:00,30.1,1,21.4,38.3371393,NA,DM/CV,6955,NA,NA,12,0
1192,10421,R144,CR0454,DM/CV,NA,12,26/07/2018,2018,10:59:00,29,2,25.6,38.82061114,NA,DM/CV,6955,NA,NA,12,1
1196,10422,R147,CR0455,YM/WY,NM/CN,2,16/07/2018,2018,11:30:00,5.3,4,25.3,35.3,R144,YM/WY,8956,NM/CN,9564,2,1
1197,10423,R145,CR0456,OD/MW,NA,2,17/07/2018,2018,10:21:00,2.7,1,20.4,34.8,R148,OD/MW,4976,NA,NA,12,0
1198,10423,R148,CR0456,NA,NM/YR,5,20/07/2018,2018,08:53:00,6.9,2,20.8,37.41673262,NA,NA,NA,NM/YR,9449,12,0
1200,10423,R148,CR0456,NA,NM/YR,10,25/07/2018,2018,09:00:00,15.1,3,22.6,38.60536813,NA,NA,NA,NM/YR,9449,12,0
1199,10423,R148,CR0456,NA,NM/YR,12,27/07/2018,2018,12:16:00,18.2,3,26,38.9,NA,NA,NA,NM/YR,9449,12,1
1202,10424,R145,CR0457,OD/MW,NA,2,17/07/2018,2018,10:21:00,4.4,2,20.4,32.9,R148,OD/MW,4976,NA,NA,12,0
1201,10424,R148,CR0457,NA,NM/YR,5,20/07/2018,2018,08:53:00,10.4,1,20.8,38.34575844,NA,NA,NA,NM/YR,9449,12,0
1203,10424,R148,CR0457,NA,NM/YR,10,25/07/2018,2018,09:00:00,20,1,22.5,38.90518243,NA,NA,NA,NM/YR,9449,12,0
1204,10424,R148,CR0457,NA,NM/YR,12,27/07/2018,2018,12:16:00,22.8,1,25.9,41.5,NA,NA,NA,NM/YR,9449,12,1
1207,10425,R145,CR0458,OD/MW,NA,2,17/07/2018,2018,10:21:00,5.5,3,20.5,33.1,R148,OD/MW,4976,NA,NA,12,0
1208,10425,R148,CR0458,NA,NM/YR,5,20/07/2018,2018,08:53:00,11.9,3,20.8,37.43961781,NA,NA,NA,NM/YR,9449,12,0
1206,10425,R148,CR0458,NA,NM/YR,10,25/07/2018,2018,09:00:00,20.9,2,22.5,38.5,NA,NA,NA,NM/YR,9449,12,0
1205,10425,R148,CR0458,NA,NM/YR,12,27/07/2018,2018,12:16:00,20.9,2,25.9,39.34509073,NA,NA,NA,NM/YR,9449,12,1
1210,10426,R148,CR0459,NA,NM/YR,2,17/07/2018,2018,09:18:00,3.3,1,19.6,32.6,R153,NA,NA,NM/YR,9449,12,0
1212,10426,R153,CR0459,YM/BN,NA,5,20/07/2018,2018,08:42:00,9.9,1,20.4,33.6,NA,YM/BN,8963,NA,NA,12,0
1211,10426,R153,CR0459,YM/BN,NA,10,26/07/2018,2018,10:32:00,24,2,24.7,39.54251213,NA,YM/BN,8963,NA,NA,12,0
1209,10426,R153,CR0459,YM/BN,NA,12,28/07/2018,2018,11:02:00,24.9,1,18.5,36.74079837,NA,YM/BN,8963,NA,NA,12,1
1214,10427,R148,CR0460,NA,NM/YR,2,17/07/2018,2018,09:18:00,2.1,2,19.6,31.7,R153,NA,NA,NM/YR,9449,5,0
1213,10427,R153,CR0460,YM/BN,NA,5,20/07/2018,2018,08:42:00,5,4,20.5,31.1,NA,YM/BN,8963,NA,NA,5,1
1216,10428,R148,CR0461,NA,NM/YR,2,17/07/2018,2018,09:18:00,3,3,19.6,31.4,R153,NA,NA,NM/YR,9449,5,0
1215,10428,R153,CR0461,YM/BN,NA,5,20/07/2018,2018,08:42:00,7.9,3,20.5,33.1,NA,YM/BN,8963,NA,NA,5,1
1218,10429,R148,CR0462,NA,NM/YR,2,17/07/2018,2018,09:18:00,3.5,4,19.6,31.8,R153,NA,NA,NM/YR,9449,12,0
1219,10429,R153,CR0462,YM/BN,NA,5,20/07/2018,2018,08:42:00,8.9,2,20.5,33.8,NA,YM/BN,8963,NA,NA,12,0
1220,10429,R153,CR0462,YM/BN,NA,10,26/07/2018,2018,10:32:00,21.9,1,24.7,40.8,NA,YM/BN,8963,NA,NA,12,0
1217,10429,R153,CR0462,YM/BN,NA,12,28/07/2018,2018,11:02:00,23.4,2,18.5,37.6,NA,YM/BN,8963,NA,NA,12,1
1221,10430,R153,CR0463,YM/BN,NA,2,17/07/2018,2018,09:02:00,4.4,1,19.2,29.6,R145,YM/BN,8963,NA,NA,12,0
1223,10430,R145,CR0463,OD/MW,NA,5,20/07/2018,2018,09:28:00,10.6,2,22.5,37.06265476,NA,OD/MW,4976,NA,NA,12,0
1222,10430,R145,CR0463,OD/MW,NA,10,25/07/2018,2018,11:20:00,21.4,1,25.9,39.60959268,NA,OD/MW,4976,NA,NA,12,0
1224,10430,R145,CR0463,OD/MW,NA,12,27/07/2018,2018,11:38:00,22.4,2,26.1,40.3,NA,OD/MW,4976,NA,NA,12,1
1225,10431,R153,CR0464,YM/BN,NA,2,17/07/2018,2018,09:02:00,2.6,2,19.3,30.5,R145,YM/BN,8963,NA,NA,5,0
1226,10431,R145,CR0464,OD/MW,NA,5,20/07/2018,2018,09:28:00,3.6,3,22.6,35.2,NA,OD/MW,4976,NA,NA,5,1
1229,10432,R153,CR0465,YM/BN,NA,2,17/07/2018,2018,09:02:00,6.6,3,19.4,32.1,R145,YM/BN,8963,NA,NA,12,0
1230,10432,R145,CR0465,OD/MW,NA,5,20/07/2018,2018,09:28:00,15.2,1,22.5,38.57444398,NA,OD/MW,4976,NA,NA,12,0
1227,10432,R145,CR0465,OD/MW,NA,10,25/07/2018,2018,11:20:00,26,2,25.9,39.21544187,NA,OD/MW,4976,NA,NA,12,0
1228,10432,R145,CR0465,OD/MW,NA,12,27/07/2018,2018,11:38:00,25,1,26.2,39.39517148,NA,OD/MW,4976,NA,NA,12,1
1231,10433,R153,CR0466,YM/BN,NA,2,17/07/2018,2018,09:02:00,2.1,4,19.4,30.1,R148,YM/BN,8963,NA,NA,2,1
1235,10434,R152,CR0467,NM/DB,BY/MY,2,18/07/2018,2018,08:13:00,4.1,1,20.7,36.07150807,R150,NM/DB,9570,BY/MY,9222,12,0
1233,10434,R150,CR0467,CR/YM,BC/MB,5,21/07/2018,2018,08:49:00,12.3,1,18.1,35.87019538,NA,CR/YM,9159,BC/MB,8652,12,0
1234,10434,R150,CR0467,CR/YM,BC/MB,10,26/07/2018,2018,08:59:00,21.4,2,21.2,38.87852856,NA,CR/YM,9159,BC/MB,8652,12,0
1232,10434,R150,CR0467,CR/YM,BC/MB,12,28/07/2018,2018,12:51:00,22.9,3,18.9,37.24627921,NA,CR/YM,9159,BC/MB,8652,12,1
1236,10435,R152,CR0468,NM/DB,BY/MY,2,18/07/2018,2018,08:13:00,2.4,2,20.7,34.4,R150,NM/DB,9570,BY/MY,9222,12,0
1239,10435,R150,CR0468,CR/YM,BC/MB,5,21/07/2018,2018,08:49:00,9.9,2,18.1,34,NA,CR/YM,9159,BC/MB,8652,12,0
1237,10435,R150,CR0468,CR/YM,BC/MB,10,26/07/2018,2018,08:59:00,19.4,3,21.1,37.95622332,NA,CR/YM,9159,BC/MB,8652,12,0
1238,10435,R150,CR0468,CR/YM,BC/MB,12,28/07/2018,2018,12:51:00,22.1,1,18.9,36.19345952,NA,CR/YM,9159,BC/MB,8652,12,1
1241,10436,R150,CR0469,CR/YM,BC/MB,2,18/07/2018,2018,08:28:00,3.6,1,20.6,34.2,R152,CR/YM,9159,BC/MB,8652,12,0
1243,10436,R152,CR0469,NM/DB,BY/MY,5,21/07/2018,2018,10:30:00,10.6,1,23.1,35.6247374,NA,NM/DB,9570,BY/MY,9222,12,0
1242,10436,R152,CR0469,NM/DB,BY/MY,10,26/07/2018,2018,10:16:00,22.7,2,24.2,39.86854862,NA,NM/DB,9570,BY/MY,9222,12,0
1240,10436,R152,CR0469,NM/DB,BY/MY,12,28/07/2018,2018,10:32:00,24.2,2,18.4,39.6,NA,NM/DB,9570,BY/MY,9222,12,1
1245,10437,R150,CR0470,CR/YM,BC/MB,2,18/07/2018,2018,08:28:00,2.9,2,20.2,32.4,R152,CR/YM,9159,BC/MB,8652,12,0
1244,10437,R152,CR0470,NM/DB,BY/MY,5,21/07/2018,2018,10:30:00,10.3,2,23.1,36.34351011,NA,NM/DB,9570,BY/MY,9222,12,0
1247,10437,R152,CR0470,NM/DB,BY/MY,10,26/07/2018,2018,10:16:00,20.7,1,24.5,40.11372823,NA,NM/DB,9570,BY/MY,9222,12,0
1246,10437,R152,CR0470,NM/DB,BY/MY,12,28/07/2018,2018,10:32:00,22.5,1,18.4,38.78952031,NA,NM/DB,9570,BY/MY,9222,12,1
1248,10438,R149,CR0471,NA,NM/VC,2,19/07/2018,2018,08:34:00,3,1,22.2,31.7,NA,NA,NA,NM/VC,9563,5,0
1249,10438,R149,CR0471,NA,NM/VC,5,22/07/2018,2018,09:06:00,5.7,1,23.1,33.8,NA,NA,NA,NM/VC,9563,5,1
1253,10441,R151,CR0474,YM/VC,MY/RW,2,19/07/2018,2018,16:37:00,4.8,1,24,32.9,NA,YM/VC,8989,MY/RW,8830,12,0
1252,10441,R151,CR0474,YM/VC,MY/RW,5,22/07/2018,2018,08:41:00,8.2,1,20.4,34.7,NA,YM/VC,8989,MY/RW,8830,12,0
1250,10441,R151,CR0474,YM/VC,MY/RW,10,27/07/2018,2018,09:12:00,22.9,1,20.1,38.41385381,NA,YM/VC,8989,MY/RW,8830,12,0
1251,10441,R151,CR0474,YM/VC,MY/RW,12,29/07/2018,2018,09:37:00,25.2,1,18.2,41.47912474,NA,YM/VC,8989,MY/RW,8830,12,1
