,BirdID,Brood.code,Chick.code,social.fem,social.male,Age,Date,Year,Time,Mass,Chick.order,Air.temp,max.temp,CF.brood.no,f.cc,femID,m.cc,maleID,maxage,surv
785,10279,R101,CR0312,CR/YM,BC/MB,5,21/06/2018,2018,08:56:00,13.4,2,12.7,34.01910455,NA,CR/YM,9159,BC/MB,8652,12,0
787,10279,R101,CR0312,CR/YM,BC/MB,10,26/06/2018,2018,07:40:00,21.4,2,17.6,37.88085837,NA,CR/YM,9159,BC/MB,8652,12,0
786,10279,R101,CR0312,CR/YM,BC/MB,12,28/06/2018,2018,10:22:00,22.3,1,23.1,38.75030994,NA,CR/YM,9159,BC/MB,8652,12,1
789,10280,R104,CR0313,NM/VY,NA,2,18/06/2018,2018,12:14:00,3.8,1,16.7,30.3769623,R101,NM/VY,9550,NA,NA,5,0
788,10280,R101,CR0313,CR/YM,BC/MB,5,21/06/2018,2018,08:56:00,5.4,3,12.7,32.8,NA,CR/YM,9159,BC/MB,8652,5,1
791,10281,R103,CR0314,MN/YB,MC/OO,2,19/06/2018,2018,07:59:00,3.2,1,16.9,29.8,NA,MN/YB,9377,MC/OO,5466,12,0
792,10281,R103,CR0314,MN/YB,MC/OO,5,22/06/2018,2018,08:05:00,9,2,12.4,27.9,NA,MN/YB,9377,MC/OO,5466,12,0
790,10281,R103,CR0314,MN/YB,MC/OO,10,27/06/2018,2018,08:21:00,21,2,17.6,37.96288145,NA,MN/YB,9377,MC/OO,5466,12,0
793,10281,R103,CR0314,MN/YB,MC/OO,12,29/06/2018,2018,08:43:00,23.3,2,22.4,39.6,NA,MN/YB,9377,MC/OO,5466,12,1
795,10282,R103,CR0315,MN/YB,MC/OO,2,19/06/2018,2018,07:59:00,3.9,2,16.8,29.7,NA,MN/YB,9377,MC/OO,5466,12,0
796,10282,R103,CR0315,MN/YB,MC/OO,5,22/06/2018,2018,08:05:00,9.7,1,12.4,28.6,NA,MN/YB,9377,MC/OO,5466,12,0
794,10282,R103,CR0315,MN/YB,MC/OO,10,27/06/2018,2018,08:21:00,23.6,1,17.5,38.01262058,NA,MN/YB,9377,MC/OO,5466,12,0
797,10282,R103,CR0315,MN/YB,MC/OO,12,29/06/2018,2018,08:43:00,23.1,1,22.4,37.2,NA,MN/YB,9377,MC/OO,5466,12,1
801,10283,R107,CR0316,ON/MY,RV/MY,2,20/06/2018,2018,08:15:00,2.7,1,14.5,27.38896814,NA,ON/MY,9254,RV/MY,9240,12,0
798,10283,R107,CR0316,ON/MY,RV/MY,5,23/06/2018,2018,08:18:00,8.4,2,15.8,32.3,NA,ON/MY,9254,RV/MY,9240,12,0
800,10283,R107,CR0316,ON/MY,RV/MY,10,28/06/2018,2018,08:12:00,22.1,1,16.4,35.94851019,NA,ON/MY,9254,RV/MY,9240,12,0
799,10283,R107,CR0316,ON/MY,RV/MY,12,30/06/2018,2018,07:14:00,20.6,1,17,38.68880594,NA,ON/MY,9254,RV/MY,9240,12,1
804,10284,R107,CR0317,ON/MY,RV/MY,2,20/06/2018,2018,08:15:00,4.4,2,14.5,27.32023156,NA,ON/MY,9254,RV/MY,9240,12,0
805,10284,R107,CR0317,ON/MY,RV/MY,5,23/06/2018,2018,08:18:00,11.7,1,15.8,32.7,NA,ON/MY,9254,RV/MY,9240,12,0
803,10284,R107,CR0317,ON/MY,RV/MY,10,28/06/2018,2018,08:12:00,24.3,2,16.5,37.26473068,NA,ON/MY,9254,RV/MY,9240,12,0
802,10284,R107,CR0317,ON/MY,RV/MY,12,30/06/2018,2018,07:14:00,24.1,2,17.4,40.07075618,NA,ON/MY,9254,RV/MY,9240,12,1
807,10285,R111,CR0318,NA,NA,2,21/06/2018,2018,09:09:00,4.7,1,12.8,34.90298264,R108,NA,NA,NA,NA,12,0
809,10285,R108,CR0318,BN/OM,NA,5,24/06/2018,2018,09:50:00,10.8,2,21.9,34.20815958,NA,BN/OM,6555,NA,NA,12,0
808,10285,R108,CR0318,BN/OM,NA,10,29/06/2018,2018,12:53:00,22.6,2,25.8,38.6778219,NA,BN/OM,6555,NA,NA,12,0
806,10285,R108,CR0318,BN/OM,NA,12,01/07/2018,2018,11:16:00,23.8,1,21.1,36.11056022,NA,BN/OM,6555,NA,NA,12,1
810,10286,R111,CR0319,NA,NA,2,21/06/2018,2018,09:09:00,3.5,2,12.8,31.7,R108,NA,NA,NA,NA,2,1
812,10287,R111,CR0320,NA,NA,2,21/06/2018,2018,09:09:00,4.5,3,12.8,32.3,R108,NA,NA,NA,NA,10,0
813,10287,R108,CR0320,BN/OM,NA,5,24/06/2018,2018,09:50:00,7.4,1,21.9,34.58387664,NA,BN/OM,6555,NA,NA,10,0
811,10287,R108,CR0320,BN/OM,NA,10,29/06/2018,2018,12:53:00,17.1,1,25.8,38.97762127,NA,BN/OM,6555,NA,NA,10,1
815,10290,R108,CR0323,BN/OM,NA,2,21/06/2018,2018,10:36:00,3.7,1,17.6,34.49510056,R111,BN/OM,6555,NA,NA,12,0
817,10290,R111,CR0323,NA,NA,5,24/06/2018,2018,08:08:00,10.2,1,15.4,33.9002594,NA,NA,NA,NA,NA,12,0
816,10290,R111,CR0323,NA,NA,10,29/06/2018,2018,07:44:00,21.9,1,17.5,36.83173339,NA,NA,NA,NA,NA,12,0
814,10290,R111,CR0323,NA,NA,12,01/07/2018,2018,07:48:00,24.5,2,20,39.9,NA,NA,NA,NA,NA,12,1
819,10291,R108,CR0324,BN/OM,NA,2,21/06/2018,2018,10:36:00,2,2,17.6,28.83676236,R111,BN/OM,6555,NA,NA,5,0
818,10291,R111,CR0324,NA,NA,5,24/06/2018,2018,08:08:00,9.1,3,15.5,30.9,NA,NA,NA,NA,NA,5,1
821,10292,R108,CR0325,BN/OM,NA,2,21/06/2018,2018,10:36:00,5.2,3,17.6,31.81525756,R111,BN/OM,6555,NA,NA,12,0
822,10292,R111,CR0325,NA,NA,5,24/06/2018,2018,08:08:00,11.9,2,15.4,33.5,NA,NA,NA,NA,NA,12,0
823,10292,R111,CR0325,NA,NA,10,29/06/2018,2018,07:44:00,23.1,2,17.5,38.11928785,NA,NA,NA,NA,NA,12,0
820,10292,R111,CR0325,NA,NA,12,01/07/2018,2018,07:48:00,24.6,1,19.8,36.7,NA,NA,NA,NA,NA,12,1
825,10293,R109,CR0326,MY/RD,DV/MB,2,21/06/2018,2018,12:05:00,4.7,1,18.4,27.806617,R125,MY/RD,8849,DV/MB,8752,10,0
824,10293,R125,CR0326,NA,RY/MB,5,24/06/2018,2018,09:09:00,9.9,1,20.5,34.60196941,NA,NA,NA,RY/MB,8707,10,0
826,10293,R125,CR0326,NA,RY/MB,10,29/06/2018,2018,11:29:00,18.7,1,25.6,37.8,NA,NA,NA,RY/MB,8707,10,1
827,10294,R109,CR0327,MY/RD,DV/MB,2,21/06/2018,2018,12:05:00,3.5,2,18.4,30.8,R125,MY/RD,8849,DV/MB,8752,5,0
828,10294,R125,CR0327,NA,RY/MB,5,24/06/2018,2018,09:09:00,9.7,2,20.5,35.86079528,NA,NA,NA,RY/MB,8707,5,1
830,10295,R109,CR0328,MY/RD,DV/MB,2,21/06/2018,2018,12:05:00,2.9,3,18.4,29.5,R125,MY/RD,8849,DV/MB,8752,5,0
829,10295,R125,CR0328,NA,RY/MB,5,24/06/2018,2018,09:09:00,9.3,3,20.5,35.42523967,NA,NA,NA,RY/MB,8707,5,1
833,10297,R125,CR0330,NA,RY/MB,2,21/06/2018,2018,12:25:00,4.8,1,18.5,36.62715259,R109,NA,NA,RY/MB,8707,12,0
831,10297,R109,CR0330,MY/RD,DV/MB,5,24/06/2018,2018,08:55:00,11.3,1,19.9,35.73611068,NA,MY/RD,8849,DV/MB,8752,12,0
832,10297,R109,CR0330,MY/RD,DV/MB,10,29/06/2018,2018,10:57:00,24.6,2,25.2,38.8,NA,MY/RD,8849,DV/MB,8752,12,0
834,10297,R109,CR0330,MY/RD,DV/MB,12,01/07/2018,2018,11:50:00,26.9,2,20.9,37.52468386,NA,MY/RD,8849,DV/MB,8752,12,1
836,10298,R125,CR0331,NA,RY/MB,2,21/06/2018,2018,12:25:00,4.6,2,18.6,33.67038989,R109,NA,NA,RY/MB,8707,12,0
837,10298,R109,CR0331,MY/RD,DV/MB,5,24/06/2018,2018,08:55:00,11.2,2,20,35.79767603,NA,MY/RD,8849,DV/MB,8752,12,0
838,10298,R109,CR0331,MY/RD,DV/MB,10,29/06/2018,2018,10:57:00,24.7,3,25.2,37.7,NA,MY/RD,8849,DV/MB,8752,12,0
835,10298,R109,CR0331,MY/RD,DV/MB,12,01/07/2018,2018,11:50:00,25.7,1,21,36.37381943,NA,MY/RD,8849,DV/MB,8752,12,1
841,10299,R125,CR0332,NA,RY/MB,2,21/06/2018,2018,12:25:00,2,3,18.7,31.87153269,R109,NA,NA,RY/MB,8707,12,0
840,10299,R109,CR0332,MY/RD,DV/MB,5,24/06/2018,2018,08:55:00,6.2,3,20.1,34.1,NA,MY/RD,8849,DV/MB,8752,12,0
839,10299,R109,CR0332,MY/RD,DV/MB,10,29/06/2018,2018,10:57:00,13.9,1,25.2,35.5,NA,MY/RD,8849,DV/MB,8752,12,0
842,10299,R109,CR0332,MY/RD,DV/MB,12,01/07/2018,2018,11:50:00,15.9,3,20.9,37.68460271,NA,MY/RD,8849,DV/MB,8752,12,1
844,10300,R105,CR0333,OM/WB,WO/MY,2,22/06/2018,2018,08:31:00,2.8,1,12.8,31.06008086,R112,OM/WB,6643,WO/MY,9182,12,0
846,10300,R112,CR0333,DW/NM,NA,5,25/06/2018,2018,07:05:00,7.1,2,15.7,33.7,NA,DW/NM,9813,NA,NA,12,0
845,10300,R112,CR0333,DW/NM,NA,10,30/06/2018,2018,06:14:00,19.5,3,16.1,38.18045139,NA,DW/NM,9813,NA,NA,12,0
843,10300,R112,CR0333,DW/NM,NA,12,02/07/2018,2018,07:28:00,22.8,3,20.1,39.64821718,NA,DW/NM,9813,NA,NA,12,1
849,10302,R112,CR0335,DW/NM,NA,2,22/06/2018,2018,08:19:00,4,1,12.5,32.89316155,R105,DW/NM,9813,NA,NA,12,0
847,10302,R105,CR0335,OM/WB,WO/MY,5,25/06/2018,2018,07:20:00,10.5,1,15.9,33.86718247,NA,OM/WB,6643,WO/MY,9182,12,0
850,10302,R105,CR0335,OM/WB,WO/MY,10,30/06/2018,2018,06:08:00,25.1,1,15.9,37.17360739,NA,OM/WB,6643,WO/MY,9182,12,0
848,10302,R105,CR0335,OM/WB,WO/MY,12,02/07/2018,2018,08:17:00,25.1,1,21.7,40.9,NA,OM/WB,6643,WO/MY,9182,12,1
851,10303,R112,CR0336,DW/NM,NA,2,22/06/2018,2018,08:19:00,2.6,2,12.5,30.70435368,R110,DW/NM,9813,NA,NA,2,1
852,10304,R112,CR0337,DW/NM,NA,2,22/06/2018,2018,08:19:00,3.7,3,12.5,30.59612175,R110,DW/NM,9813,NA,NA,10,0
853,10304,R110,CR0337,BM/RB,RR/YM,5,25/06/2018,2018,11:54:00,11.5,1,27.2,36.16129162,NA,BM/RB,8610,RR/YM,9164,10,0
854,10304,R110,CR0337,BM/RB,RR/YM,10,30/06/2018,2018,09:45:00,25.1,1,22.8,38.13427441,NA,BM/RB,8610,RR/YM,9164,10,1
857,10306,R110,CR0339,BM/RB,RR/YM,2,22/06/2018,2018,08:30:00,3.3,1,12.8,31.06008086,R112,BM/RB,8610,RR/YM,9164,12,0
855,10306,R112,CR0339,DW/NM,NA,5,25/06/2018,2018,07:05:00,9,1,15.7,34.87837655,NA,DW/NM,9813,NA,NA,12,0
856,10306,R112,CR0339,DW/NM,NA,10,30/06/2018,2018,06:14:00,23,1,16,37.63583207,NA,DW/NM,9813,NA,NA,12,0
858,10306,R112,CR0339,DW/NM,NA,12,02/07/2018,2018,07:28:00,26,1,19.5,37.8,NA,DW/NM,9813,NA,NA,12,1
859,10307,R110,CR0340,BM/RB,RR/YM,2,22/06/2018,2018,08:30:00,2.8,2,12.8,29.87074258,R112,BM/RB,8610,RR/YM,9164,12,0
862,10307,R112,CR0340,DW/NM,NA,5,25/06/2018,2018,07:05:00,7.7,3,15.7,34.1,NA,DW/NM,9813,NA,NA,12,0
861,10307,R112,CR0340,DW/NM,NA,10,30/06/2018,2018,06:14:00,21.7,2,16.1,38.51513858,NA,DW/NM,9813,NA,NA,12,0
860,10307,R112,CR0340,DW/NM,NA,12,02/07/2018,2018,07:28:00,24.3,2,19.9,40,NA,DW/NM,9813,NA,NA,12,1
866,10309,R106,CR0342,YO/MB,NA,2,23/06/2018,2018,10:27:00,3.6,1,22.1,30.4,NA,YO/MB,8693,NA,NA,12,0
863,10309,R106,CR0342,YO/MB,NA,5,26/06/2018,2018,09:06:00,10.2,2,23.1,37.58729123,NA,YO/MB,8693,NA,NA,12,0
865,10309,R106,CR0342,YO/MB,NA,10,01/07/2018,2018,11:43:00,24,1,21,36.26989121,NA,YO/MB,8693,NA,NA,12,0
864,10309,R106,CR0342,YO/MB,NA,12,03/07/2018,2018,08:50:00,25.2,1,19.6,39.6,NA,YO/MB,8693,NA,NA,12,1
869,10310,R106,CR0343,YO/MB,NA,2,23/06/2018,2018,10:27:00,3.6,2,22.1,30.5,NA,YO/MB,8693,NA,NA,12,0
868,10310,R106,CR0343,YO/MB,NA,5,26/06/2018,2018,09:06:00,11,1,23,39.02038179,NA,YO/MB,8693,NA,NA,12,0
867,10310,R106,CR0343,YO/MB,NA,10,01/07/2018,2018,11:43:00,24.2,2,20.9,36.5375646,NA,YO/MB,8693,NA,NA,12,0
870,10310,R106,CR0343,YO/MB,NA,12,03/07/2018,2018,08:50:00,25.2,2,19.8,38.6,NA,YO/MB,8693,NA,NA,12,1
871,10311,R106,CR0344,YO/MB,NA,2,23/06/2018,2018,10:27:00,1.8,3,22.1,31.3,NA,YO/MB,8693,NA,NA,2,1
872,10313,R113,CR0346,WR/YM,CW/NM,2,25/06/2018,2018,07:39:00,3.1,1,16.5,26,R118,WR/YM,9066,CW/NM,9893,12,0
873,10313,R118,CR0346,NM/YW,BR/MN,10,04/07/2018,2018,08:17:00,20.6,3,17.2,38.35852532,NA,NM/YW,9474,BR/MN,9592,12,0
874,10313,R118,CR0346,NM/YW,BR/MN,12,06/07/2018,2018,08:41:00,21.1,1,22.3,38.6,NA,NM/YW,9474,BR/MN,9592,12,1
876,10314,R113,CR0347,WR/YM,CW/NM,2,25/06/2018,2018,07:39:00,4.1,2,16.5,26.2,R118,WR/YM,9066,CW/NM,9893,12,0
875,10314,R118,CR0347,NM/YW,BR/MN,10,04/07/2018,2018,08:17:00,22,1,17.1,39.0676387,NA,NM/YW,9474,BR/MN,9592,12,0
877,10314,R118,CR0347,NM/YW,BR/MN,12,06/07/2018,2018,08:41:00,22,3,22.3,38.17688363,NA,NM/YW,9474,BR/MN,9592,12,1
880,10315,R113,CR0348,WR/YM,CW/NM,2,25/06/2018,2018,07:39:00,2.1,3,16.6,26.2,R118,WR/YM,9066,CW/NM,9893,12,0
878,10315,R118,CR0348,NM/YW,BR/MN,10,04/07/2018,2018,08:17:00,19.6,2,17.2,36.11330729,NA,NM/YW,9474,BR/MN,9592,12,0
879,10315,R118,CR0348,NM/YW,BR/MN,12,06/07/2018,2018,08:41:00,20.3,2,22.3,38.64804754,NA,NM/YW,9474,BR/MN,9592,12,1
882,10316,R113,CR0349,WR/YM,CW/NM,2,25/06/2018,2018,07:39:00,2.8,4,16.7,25.4,NA,WR/YM,9066,CW/NM,9893,12,0
883,10316,R113,CR0349,WR/YM,CW/NM,5,28/06/2018,2018,08:29:00,7.2,1,17.1,32.66405405,NA,WR/YM,9066,CW/NM,9893,12,0
884,10316,R113,CR0349,WR/YM,CW/NM,10,03/07/2018,2018,08:12:00,18.8,1,16.1,36.73954435,NA,WR/YM,9066,CW/NM,9893,12,0
881,10316,R113,CR0349,WR/YM,CW/NM,12,05/07/2018,2018,08:03:00,21.5,1,18.7,38.2185479,NA,WR/YM,9066,CW/NM,9893,12,1
887,10320,R112,CR0353,DW/NM,NA,5,25/06/2018,2018,07:05:00,4.3,4,15.8,32.1,NA,DW/NM,9813,NA,NA,12,0
886,10320,R112,CR0353,DW/NM,NA,10,30/06/2018,2018,06:14:00,9,4,16.1,35.2,NA,DW/NM,9813,NA,NA,12,0
885,10320,R112,CR0353,DW/NM,NA,12,02/07/2018,2018,07:28:00,11.9,4,20.2,37.06260759,NA,DW/NM,9813,NA,NA,12,1
891,10321,R118,CR0354,NM/YW,BR/MN,2,25/06/2018,2018,07:27:00,3.6,1,16.1,34.80197723,R113,NM/YW,9474,BR/MN,9592,12,0
890,10321,R113,CR0354,WR/YM,CW/NM,5,28/06/2018,2018,08:29:00,8.9,2,17.1,33.20482124,NA,WR/YM,9066,CW/NM,9893,12,0
888,10321,R113,CR0354,WR/YM,CW/NM,10,03/07/2018,2018,08:12:00,19.6,2,16.1,37.97464815,NA,WR/YM,9066,CW/NM,9893,12,0
889,10321,R113,CR0354,WR/YM,CW/NM,12,05/07/2018,2018,08:03:00,20.8,2,18.7,39.9,NA,WR/YM,9066,CW/NM,9893,12,1
892,10322,R118,CR0355,NM/YW,BR/MN,2,25/06/2018,2018,07:27:00,3.3,2,16.1,32.43993217,R113,NM/YW,9474,BR/MN,9592,2,1
893,10323,R118,CR0356,NM/YW,BR/MN,2,25/06/2018,2018,07:27:00,2.1,3,16.1,29.9,R113,NM/YW,9474,BR/MN,9592,5,0
894,10323,R113,CR0356,WR/YM,CW/NM,5,28/06/2018,2018,08:29:00,3.3,3,17.1,28.5,NA,WR/YM,9066,CW/NM,9893,5,1
895,10324,R114,CR0357,OO/YM,YR/YM,2,25/06/2018,2018,09:04:00,3.4,1,22.7,34.81961716,R115,OO/YM,9121,YR/YM,9143,2,1
898,10325,R114,CR0358,OO/YM,YR/YM,2,25/06/2018,2018,09:04:00,4.7,2,22.7,34.3331348,R115,OO/YM,9121,YR/YM,9143,12,0
899,10325,R115,CR0358,WW/BM,YM/DO,5,28/06/2018,2018,12:10:00,11.9,2,24.8,35.7383856,NA,WW/BM,8941,YM/DO,9000,12,0
897,10325,R115,CR0358,WW/BM,YM/DO,10,03/07/2018,2018,09:19:00,25.5,1,21.3,38,NA,WW/BM,8941,YM/DO,9000,12,0
896,10325,R115,CR0358,WW/BM,YM/DO,12,05/07/2018,2018,08:52:00,25.4,2,22.2,39.8,NA,WW/BM,8941,YM/DO,9000,12,1
902,10326,R114,CR0359,OO/YM,YR/YM,2,25/06/2018,2018,09:04:00,4.5,3,22.7,33.83870225,R115,OO/YM,9121,YR/YM,9143,12,0
901,10326,R115,CR0359,WW/BM,YM/DO,5,28/06/2018,2018,12:10:00,10.9,1,24.8,36.24807533,NA,WW/BM,8941,YM/DO,9000,12,0
900,10326,R115,CR0359,WW/BM,YM/DO,10,03/07/2018,2018,09:19:00,22.2,2,21.4,37.8,NA,WW/BM,8941,YM/DO,9000,12,0
903,10326,R115,CR0359,WW/BM,YM/DO,12,05/07/2018,2018,08:52:00,26.1,1,22.2,39.8,NA,WW/BM,8941,YM/DO,9000,12,1
907,10327,R115,CR0360,WW/BM,YM/DO,2,25/06/2018,2018,09:17:00,5.8,1,23.1,38.01033325,R117,WW/BM,8941,YM/DO,9000,12,0
906,10327,R117,CR0360,VB/MB,BV/MB,5,28/06/2018,2018,11:31:00,16,1,24.8,37.14145825,NA,VB/MB,8687,BV/MB,8649,12,0
904,10327,R117,CR0360,VB/MB,BV/MB,10,03/07/2018,2018,10:54:00,27.6,2,23,38.5,NA,VB/MB,8687,BV/MB,8649,12,0
905,10327,R117,CR0360,VB/MB,BV/MB,12,05/07/2018,2018,10:27:00,28.5,1,24.8,38.5,NA,VB/MB,8687,BV/MB,8649,12,1
908,10328,R115,CR0361,WW/BM,YM/DO,2,25/06/2018,2018,09:17:00,5.1,2,23.1,35.74028732,R117,WW/BM,8941,YM/DO,9000,12,0
909,10328,R117,CR0361,VB/MB,BV/MB,5,28/06/2018,2018,11:31:00,12.5,2,24.9,37.54560919,NA,VB/MB,8687,BV/MB,8649,12,0
911,10328,R117,CR0361,VB/MB,BV/MB,10,03/07/2018,2018,10:54:00,21.2,1,23,38.2,NA,VB/MB,8687,BV/MB,8649,12,0
910,10328,R117,CR0361,VB/MB,BV/MB,12,05/07/2018,2018,10:27:00,22.7,2,24.8,40.8,NA,VB/MB,8687,BV/MB,8649,12,1
912,10329,R115,CR0362,WW/BM,YM/DO,2,25/06/2018,2018,09:17:00,2.9,3,23.1,34.1,R117,WW/BM,8941,YM/DO,9000,2,1
913,10330,R117,CR0363,VB/MB,BV/MB,2,25/06/2018,2018,11:04:00,4.3,1,26.5,36.08604219,R114,VB/MB,8687,BV/MB,8649,12,0
916,10330,R114,CR0363,OO/YM,YR/YM,5,28/06/2018,2018,12:15:00,9.3,1,24.7,36.64863452,NA,OO/YM,9121,YR/YM,9143,12,0
915,10330,R114,CR0363,OO/YM,YR/YM,10,03/07/2018,2018,10:16:00,16.8,1,22.2,39.9,NA,OO/YM,9121,YR/YM,9143,12,0
914,10330,R114,CR0363,OO/YM,YR/YM,12,05/07/2018,2018,11:07:00,21.7,1,26.5,41,NA,OO/YM,9121,YR/YM,9143,12,1
920,10331,R117,CR0364,VB/MB,BV/MB,2,25/06/2018,2018,11:04:00,6.1,2,26.5,34.82919684,R114,VB/MB,8687,BV/MB,8649,12,0
918,10331,R114,CR0364,OO/YM,YR/YM,5,28/06/2018,2018,12:15:00,14.9,3,24.7,37.27477299,NA,OO/YM,9121,YR/YM,9143,12,0
919,10331,R114,CR0364,OO/YM,YR/YM,10,03/07/2018,2018,10:16:00,24.1,3,22.2,38.71515485,NA,OO/YM,9121,YR/YM,9143,12,0
917,10331,R114,CR0364,OO/YM,YR/YM,12,05/07/2018,2018,11:07:00,24.7,3,26.5,40.2,NA,OO/YM,9121,YR/YM,9143,12,1
922,10332,R117,CR0365,VB/MB,BV/MB,2,25/06/2018,2018,11:04:00,5.3,3,26.5,34.9,R114,VB/MB,8687,BV/MB,8649,12,0
923,10332,R114,CR0365,OO/YM,YR/YM,5,28/06/2018,2018,12:15:00,13.7,2,24.7,36.12333889,NA,OO/YM,9121,YR/YM,9143,12,0
924,10332,R114,CR0365,OO/YM,YR/YM,10,03/07/2018,2018,10:16:00,21.8,2,22.2,38.8,NA,OO/YM,9121,YR/YM,9143,12,0
921,10332,R114,CR0365,OO/YM,YR/YM,12,05/07/2018,2018,11:07:00,23.2,2,26.5,39.3,NA,OO/YM,9121,YR/YM,9143,12,1
927,10333,R117,CR0366,VB/MB,BV/MB,2,25/06/2018,2018,11:04:00,2.9,4,26.5,32.7,NA,VB/MB,8687,BV/MB,8649,12,0
925,10333,R117,CR0366,VB/MB,BV/MB,5,28/06/2018,2018,11:31:00,5.6,3,24.9,36.4,NA,VB/MB,8687,BV/MB,8649,12,0
928,10333,R117,CR0366,VB/MB,BV/MB,10,03/07/2018,2018,10:54:00,14,3,23,37.5,NA,VB/MB,8687,BV/MB,8649,12,0
926,10333,R117,CR0366,VB/MB,BV/MB,12,05/07/2018,2018,10:27:00,15.2,3,24.8,39.97128589,NA,VB/MB,8687,BV/MB,8649,12,1
930,10334,R119,CR0367,NO/YM,BC/MB,2,26/06/2018,2018,07:49:00,3.9,1,17.6,35,R116,NO/YM,9099,BC/MB,8652,12,0
931,10334,R116,CR0367,MY/RY,OR/YM,5,29/06/2018,2018,13:06:00,13.7,1,26.1,36.8,NA,MY/RY,8851,OR/YM,9116,12,0
932,10334,R128,CR0367,YM/RD,RD/MR,10,04/07/2018,2018,09:37:00,24.8,2,20.5,38.2,NA,YM/RD,9046,RD/MR,7689,12,0
929,10334,R116,CR0367,MY/RY,OR/YM,12,06/07/2018,2018,11:31:00,26.1,1,24.9,38.976274,NA,MY/RY,8851,OR/YM,9116,12,1
933,10335,R119,CR0368,NO/YM,BC/MB,2,26/06/2018,2018,07:49:00,2.2,2,17.7,32.6,R116,NO/YM,9099,BC/MB,8652,12,0
934,10335,R116,CR0368,MY/RY,OR/YM,5,29/06/2018,2018,13:06:00,11.3,2,26.1,36.71160961,NA,MY/RY,8851,OR/YM,9116,12,0
936,10335,R128,CR0368,YM/RD,RD/MR,10,04/07/2018,2018,09:37:00,23.1,1,20.5,37.81749126,NA,YM/RD,9046,RD/MR,7689,12,0
935,10335,R116,CR0368,MY/RY,OR/YM,12,06/07/2018,2018,11:31:00,26,2,24.9,39.45562809,NA,MY/RY,8851,OR/YM,9116,12,1
937,10336,R119,CR0369,NO/YM,BC/MB,2,26/06/2018,2018,07:49:00,3.6,3,17.7,32.4,NA,NO/YM,9099,BC/MB,8652,12,0
938,10336,R119,CR0369,NO/YM,BC/MB,5,29/06/2018,2018,07:16:00,8.1,2,17,34.5,NA,NO/YM,9099,BC/MB,8652,12,0
939,10336,R119,CR0369,NO/YM,BC/MB,10,04/07/2018,2018,07:56:00,14.8,1,17.1,39.99232269,NA,NO/YM,9099,BC/MB,8652,12,0
940,10336,R119,CR0369,NO/YM,BC/MB,12,06/07/2018,2018,07:53:00,19.6,3,20.8,39.50067767,NA,NO/YM,9099,BC/MB,8652,12,1
942,10337,R116,CR0370,MY/RY,OR/YM,2,26/06/2018,2018,09:18:00,5.3,1,23.6,35.89548048,R119,MY/RY,8851,OR/YM,9116,12,0
944,10337,R119,CR0370,NO/YM,BC/MB,5,29/06/2018,2018,07:16:00,11.4,3,17.1,35.2,NA,NO/YM,9099,BC/MB,8652,12,0
943,10337,R119,CR0370,NO/YM,BC/MB,10,04/07/2018,2018,07:56:00,15.3,2,17.1,37.96051383,NA,NO/YM,9099,BC/MB,8652,12,0
941,10337,R119,CR0370,NO/YM,BC/MB,12,06/07/2018,2018,07:53:00,19.8,1,20.7,38.74688932,NA,NO/YM,9099,BC/MB,8652,12,1
946,10338,R116,CR0371,MY/RY,OR/YM,2,26/06/2018,2018,09:18:00,6.2,2,23.6,35.42512864,R119,MY/RY,8851,OR/YM,9116,12,0
948,10338,R119,CR0371,NO/YM,BC/MB,5,29/06/2018,2018,07:16:00,12.5,1,17,36.10591442,NA,NO/YM,9099,BC/MB,8652,12,0
945,10338,R119,CR0371,NO/YM,BC/MB,10,04/07/2018,2018,07:56:00,19.7,3,17.1,39.07661645,NA,NO/YM,9099,BC/MB,8652,12,0
947,10338,R119,CR0371,NO/YM,BC/MB,12,06/07/2018,2018,07:53:00,23.6,2,20.7,38.6,NA,NO/YM,9099,BC/MB,8652,12,1
951,10339,R120,CR0372,NR/MY,YM/VV,2,27/06/2018,2018,08:06:00,4.2,1,17.8,32.9,NA,NR/MY,9214,YM/VV,8978,12,0
952,10339,R120,CR0372,NR/MY,YM/VV,5,30/06/2018,2018,06:41:00,10,2,15.9,36.02540267,NA,NR/MY,9214,YM/VV,8978,12,0
950,10339,R120,CR0372,NR/MY,YM/VV,10,05/07/2018,2018,07:51:00,22.2,2,17.9,38.86538754,NA,NR/MY,9214,YM/VV,8978,12,0
949,10339,R120,CR0372,NR/MY,YM/VV,12,07/07/2018,2018,07:27:00,22.5,2,18.6,39.91035769,NA,NR/MY,9214,YM/VV,8978,12,1
954,10340,R120,CR0373,NR/MY,YM/VV,2,27/06/2018,2018,08:06:00,4.2,2,17.1,33.4,NA,NR/MY,9214,YM/VV,8978,12,0
956,10340,R120,CR0373,NR/MY,YM/VV,5,30/06/2018,2018,06:41:00,10.4,3,16.1,34.5,NA,NR/MY,9214,YM/VV,8978,12,0
955,10340,R120,CR0373,NR/MY,YM/VV,10,05/07/2018,2018,07:51:00,14.6,1,17.9,37.24864407,NA,NR/MY,9214,YM/VV,8978,12,0
953,10340,R120,CR0373,NR/MY,YM/VV,12,07/07/2018,2018,07:27:00,20.1,3,19.1,39.28648044,NA,NR/MY,9214,YM/VV,8978,12,1
