"BirdID","Brood.natal","Brood.rearing","Age","Year","Mass","max.temp","Air.temp","surv"
"10507","R175","R175","2",2018,3.5,33.2,23.4,0
"10507","R175","R175","12",2018,25.5,40.00489192,21,1
"10507","R175","R175","5",2018,7.1,34.28613592,21.2,0
"10585","T001","T001","2",2019,3.15,20.7,10.8,1
"10586","T002","T003","2",2019,2.3,28.6,10.4,1
"10587","T002","T003","2",2019,2.7,28.4,10.4,1
"10588","T002","T003","2",2019,2,26.6,10.4,1
"10589","T003","T002","2",2019,2,25.5,10.3,1
"10590","T003","T002","2",2019,2.3,23.9,10.3,1
"10591","T003","T002","5",2019,6,28.2,11.6,0
"10591","T003","T002","2",2019,2.4,23.6,10.3,0
"10591","T003","T002","10",2019,12,32.28794235,11.6,1
"10592","T004","T005","5",2019,3.9,22.5,12,1
"10592","T004","T005","2",2019,2.2,29,12.4,0
"10593","T004","T005","2",2019,2,28.4,12.4,1
"10594","T004","T004","2",2019,2,26.9,12.2,1
"10595","T004","T004","2",2019,2,27.8,12.2,1
"10596","T005","T004","2",2019,4.4,34.57901498,11.8,1
"10597","T005","T004","2",2019,3.4,32.52439676,11.8,1
"10603","T008","T008","10",2019,21.3,37.96056475,10.7,0
"10603","T008","T008","2",2019,4.3,31.01361881,11.7,0
"10603","T008","T008","5",2019,11.8,35.85131939,17.8,0
"10603","T008","T008","12",2019,25.3,36.29717701,18.5,1
"10604","T008","T008","10",2019,22.7,39.46954646,10.7,0
"10604","T008","T008","12",2019,23.5,36.7429154,18.4,1
"10604","T008","T008","2",2019,5.4,31.27796122,11.8,0
"10604","T008","T008","5",2019,13.3,35.61327966,17.8,0
"10605","T008","T008","10",2019,17,37.0338719,10.8,0
"10605","T008","T008","12",2019,20.4,38.22501111,18.3,1
"10605","T008","T008","5",2019,7.8,35.0131306,17.8,0
"10605","T008","T008","2",2019,2.5,26.72523497,12,0
"10606","T012","T012","5",2019,8.2,34.12466966,14.4,0
"10606","T012","T012","2",2019,2,27.88287,15.1,0
"10606","T012","T012","10",2019,18.8,37.61920502,14.5,0
"10606","T012","T012","12",2019,21.5,35.38741846,12.7,1
"10607","T012","T012","10",2019,20.8,38.3452138,14.6,0
"10607","T012","T012","12",2019,22.2,35.92679775,12.5,1
"10607","T012","T012","5",2019,11.7,35.0319442,14.4,0
"10607","T012","T012","2",2019,3.5,31.16973936,15.1,0
"10608","T012","T012","12",2019,22.4,35.58586995,12.5,1
"10608","T012","T012","10",2019,21.3,38.43781462,14.8,0
"10608","T012","T012","5",2019,12.9,34.68742974,14.4,0
"10608","T012","T012","2",2019,4.3,29.99783257,15.1,0
"10609","T012","T012","10",2019,20.6,37.68951829,14.4,0
"10609","T012","T012","2",2019,2.5,28.06839316,15.1,0
"10609","T012","T012","12",2019,21.9,36.21968331,12.8,1
"10609","T012","T012","5",2019,9.7,36.06412013,14.4,0
"10610","T009","T010","2",2019,3.7,32.16515284,16.1,0
"10610","T009","T010","5",2019,8,32.12553156,16.5,0
"10610","T009","T010","10",2019,12.6,33.36704854,12.4,0
"10610","T009","T010","12",2019,13.5,35.5236987,15.1,1
"10611","T009","T010","10",2019,17.3,34.22756144,12.4,0
"10611","T009","T010","2",2019,5,31.2343441,16.1,0
"10611","T009","T010","5",2019,9.8,31.93310988,16.5,0
"10611","T009","T010","12",2019,18.3,38.35393543,15.1,1
"10612","T009","T010","10",2019,12.8,32.13670023,12.4,0
"10612","T009","T010","12",2019,15.2,35.87857249,15.1,1
"10612","T009","T010","5",2019,10.6,32.71389428,16.6,0
"10612","T009","T010","2",2019,5.8,29.30640735,16.1,0
"10613","T010","T009","12",2019,23.5,37.44752394,14.8,1
"10613","T010","T009","10",2019,23.2,37.61314364,12.4,0
"10613","T010","T009","5",2019,12,33.03876975,16.6,0
"10613","T010","T009","2",2019,5.7,33.43738988,16.4,0
"10614","T010","T009","5",2019,11.2,33.15831088,16.6,1
"10614","T010","T009","2",2019,5,31.06470329,16.4,0
"10615","T010","T009","10",2019,20.8,35.03508257,12.4,0
"10615","T010","T009","5",2019,10.8,33.2886173,16.6,0
"10615","T010","T009","2",2019,5.7,31.74510536,16.4,0
"10615","T010","T009","12",2019,23.3,38.4,14.8,1
"10616","T021","T011","10",2019,17.4,34.40771156,13.3,0
"10616","T021","T011","5",2019,8.5,37.83777779,17.7,0
"10616","T021","T011","12",2019,18.6,37.64663928,15.3,1
"10616","T021","T011","2",2019,3.6,33.5,18.2,0
"10617","T021","T011","10",2019,17.3,34.860118,13.2,0
"10617","T021","T011","12",2019,17.5,37.79494287,15.3,1
"10617","T021","T011","5",2019,6.9,35.98197214,17.8,0
"10617","T021","T011","2",2019,2.9,31.2,18.2,0
"10618","T011","T021","5",2019,9.1,34.7671684,17.1,0
"10618","T011","T021","12",2019,23.4,38.80717685,14.6,1
"10618","T011","T021","10",2019,21.2,34.88823203,14.1,0
"10618","T011","T021","2",2019,2.5,33.20387554,18.2,0
"10619","T011","T021","2",2019,3.9,33.21572989,18.2,0
"10619","T011","T021","10",2019,22,36.20216139,14,0
"10619","T011","T021","5",2019,10.2,35.40838879,17.1,0
"10619","T011","T021","12",2019,23.1,39.4665886,14.6,1
"10620","T011","T011","2",2019,3.4,33.55306578,18.2,0
"10620","T011","T011","12",2019,17.7,39.3,15.3,1
"10620","T011","T011","10",2019,17.3,34.47997901,13.2,0
"10620","T011","T011","5",2019,9.4,35.9356863,17.8,0
"10621","T011","T011","12",2019,14,37.36091907,15.3,1
"10621","T011","T011","5",2019,10,36.23621869,17.8,0
"10621","T011","T011","2",2019,3.8,31.39219016,18,0
"10621","T011","T011","10",2019,15,36.60262327,13.3,0
"10622","T013","T017","2",2019,2,27.05509594,13.2,0
"10622","T013","T017","12",2019,14.7,37.11993675,16.4,1
"10622","T013","T017","5",2019,6,32.89888207,11.4,0
"10622","T013","T017","10",2019,12.4,36.14507979,9.9,0
"10623","T013","T017","2",2019,4.5,30.27094333,13.2,0
"10623","T013","T017","10",2019,17.8,36.98570695,9.9,0
"10623","T013","T017","12",2019,19.2,36.90765559,16.4,1
"10623","T013","T017","5",2019,9.9,36.45061858,11.4,0
"10624","T013","T017","12",2019,21.1,35.90420726,16.4,1
"10624","T013","T017","5",2019,11.3,34.50388315,11.4,0
"10624","T013","T017","2",2019,4.6,31.02677007,13.3,0
"10624","T013","T017","10",2019,20.3,37.18061356,9.9,0
"10625","T013","T013","5",2019,6.7,34.92249498,11.8,0
"10625","T013","T013","2",2019,3.5,28.05665394,13.3,0
"10625","T013","T013","12",2019,14,36.4,15.3,1
"10625","T013","T013","10",2019,13.3,36.74239787,10.3,0
"10626","T013","T013","2",2019,4.7,29.12301432,13.4,0
"10626","T013","T013","12",2019,15.7,39.26769644,15.3,1
"10626","T013","T013","5",2019,7.7,34.01976969,11.8,0
"10626","T013","T013","10",2019,14.1,37.64808425,10.2,0
"10627","T015","T016","10",2019,19.9,36.57903274,10.1,0
"10627","T015","T016","2",2019,5.1,33.34366692,13.5,0
"10627","T015","T016","5",2019,11.6,30.60402671,11.5,0
"10627","T015","T016","12",2019,23.1,37.71975372,15.5,1
"10628","T015","T016","2",2019,1.7,31.11315229,13.5,1
"10629","T015","T016","2",2019,2.5,31.11315229,13.5,1
"10630","T015","T016","12",2019,16.4,34.51787037,15.5,1
"10630","T015","T016","10",2019,13.2,33.58182403,10.1,0
"10630","T015","T016","5",2019,7.9,29.42758888,11.5,0
"10630","T015","T016","2",2019,4.1,29.20684174,13.5,0
"10631","T016","T015","2",2019,2,32.59689559,13.7,1
"10632","T016","T015","10",2019,19.2,38.49780107,10.1,0
"10632","T016","T015","5",2019,11,33.56069678,11.8,0
"10632","T016","T015","12",2019,21.8,37.96830244,15.9,1
"10632","T016","T015","2",2019,5.1,32.45374353,13.7,0
"10633","T016","T015","10",2019,9,33.0786225,10.1,1
"10633","T016","T015","2",2019,3.6,33.67668085,13.7,0
"10633","T016","T015","5",2019,7,29.97554637,11.9,0
"10634","T016","T015","12",2019,17.3,37.55217188,15.9,1
"10634","T016","T015","5",2019,9.9,30.34290887,11.8,0
"10634","T016","T015","2",2019,5.2,31.6,13.7,0
"10634","T016","T015","10",2019,14.9,37.06737429,10.1,0
"10635","T017","T013","12",2019,20.9,37.96172175,15.3,1
"10635","T017","T013","10",2019,20.1,38.44912677,10.3,0
"10635","T017","T013","5",2019,10.8,33.79003592,11.8,0
"10635","T017","T013","2",2019,5,29.58961807,13.1,0
"10636","T017","T013","10",2019,18.9,36.52856013,10.3,0
"10636","T017","T013","2",2019,4.6,26.20223702,13.1,0
"10636","T017","T013","5",2019,10.3,33.67204604,11.8,0
"10636","T017","T013","12",2019,20,37,15.3,1
"10637","T017","T013","12",2019,8.8,35.3,15.3,1
"10637","T017","T013","5",2019,5.1,31.56928161,11.8,0
"10637","T017","T013","10",2019,8.9,32.80486072,10.4,0
"10637","T017","T013","2",2019,3.2,27.44499882,13.1,0
"10638","T018","T020","2",2019,4.4,35.13951296,16.8,0
"10638","T018","T020","10",2019,15.5,35.54136752,12.8,0
"10638","T018","T020","12",2019,16.8,38.39960569,20.2,1
"10638","T018","T020","5",2019,9.2,30.57053047,16.6,0
"10639","T018","T020","12",2019,18.1,41.41444956,20.2,1
"10639","T018","T020","5",2019,10.9,32.08015176,16.7,0
"10639","T018","T020","10",2019,16.2,37.01823411,12.8,0
"10639","T018","T020","2",2019,5,33.01187281,16.7,0
"10640","T019","T018","12",2019,25.8,36.62236673,18.9,1
"10640","T019","T018","10",2019,22.6,35.87669516,13.1,0
"10640","T019","T018","5",2019,13,32.49294008,16.9,0
"10640","T019","T018","2",2019,6.2,31.0064396,17.4,0
"10641","T019","T018","12",2019,16.3,38.47361961,18.9,1
"10641","T019","T018","2",2019,3.7,28.36745039,17.3,0
"10641","T019","T018","10",2019,14.3,32.57098054,13.1,0
"10641","T019","T018","5",2019,8.1,34.13841857,16.9,0
"10642","T019","T020","10",2019,19.9,35.85444234,12.8,0
"10642","T019","T020","2",2019,5.5,29.86364038,17.2,0
"10642","T019","T020","12",2019,21.5,38.22925146,20.2,1
"10642","T019","T020","5",2019,12.2,33.03282092,16.5,0
"10643","T020","T019","12",2019,24.3,38.35528708,20.2,1
"10643","T020","T019","2",2019,2.7,31.93047755,16.5,0
"10643","T020","T019","5",2019,9.5,29.92668371,16.8,0
"10643","T020","T019","10",2019,20.9,34.36079282,12.9,0
"10644","T020","T019","2",2019,3.7,30.68888594,16.5,0
"10644","T020","T019","12",2019,26.3,38.34961004,20.2,1
"10644","T020","T019","10",2019,23.9,37.08517166,12.9,0
"10644","T020","T019","5",2019,11.4,29.99603451,16.7,0
"10645","T020","T019","10",2019,22.6,35.42330184,12.9,0
"10645","T020","T019","12",2019,26.1,39.20381204,20.2,1
"10645","T020","T019","2",2019,3.8,29.9897661,16.5,0
"10645","T020","T019","5",2019,10.6,31.65745893,16.8,0
"10647","T014","T022","12",2019,19.2,38.25100454,17.3,1
"10647","T014","T022","5",2019,8.3,31.62623338,14.2,0
"10647","T014","T022","2",2019,4.4,34.83528547,12.3,0
"10647","T014","T022","10",2019,15.3,36.41672348,12.4,0
"10648","T014","T022","5",2019,8.8,31.92043246,14.2,0
"10648","T014","T022","12",2019,18.5,37.80158962,17.3,1
"10648","T014","T022","2",2019,4.9,34.67154841,12.3,0
"10648","T014","T022","10",2019,13.9,37.50760793,12.4,0
"10649","T014","T022","12",2019,25.2,38.38152957,17.3,1
"10649","T014","T022","5",2019,11.6,33.49051196,14.3,0
"10649","T014","T022","2",2019,4.8,33.70784414,12.3,0
"10649","T014","T022","10",2019,22.1,39.13104404,12.4,0
"10650","T028","T033","2",2019,3.6,28.5,11.6,0
"10650","T028","T033","5",2019,8.3,31.17981797,15.4,0
"10650","T028","T033","12",2019,16.7,38.32803004,17.7,1
"10650","T028","T033","10",2019,14.4,35.31478802,14.3,0
"10651","T028","T033","12",2019,9.8,35.66023658,17.7,1
"10651","T028","T033","10",2019,8.9,34.05461321,14.4,0
"10651","T028","T033","2",2019,2,25,11.6,0
"10651","T028","T033","5",2019,6,32.06068181,15.2,0
"10652","T028","T033","12",2019,21.2,38.41876714,17.7,1
"10652","T028","T033","5",2019,9.6,31.36805851,15.3,0
"10652","T028","T033","10",2019,18.6,37.80833809,14.3,0
"10652","T028","T033","2",2019,3.8,26,11.7,0
"10653","T030","T023","5",2019,11.5,34.40655494,14.2,0
"10653","T030","T023","2",2019,3.8,18,12.5,0
"10653","T030","T023","10",2019,18.7,37.06489216,12.5,0
"10653","T030","T023","12",2019,21.1,36.54987076,17.1,1
"10654","T030","T023","10",2019,17.7,38.4564554,12.5,0
"10654","T030","T023","5",2019,10.2,35.14557551,14.1,0
"10654","T030","T023","2",2019,3.3,18.2,12.5,0
"10654","T030","T023","12",2019,21.6,38.6186555,17,1
"10655","T030","T023","5",2019,9.6,33.7,14.1,0
"10655","T030","T023","12",2019,20.5,38.6845799,17.1,1
"10655","T030","T023","2",2019,3.2,18.4,12.5,0
"10655","T030","T023","10",2019,17.7,38.17830298,12.5,0
"10656","T022","T014","2",2019,3.2,33.81082929,11.9,0
"10656","T022","T014","12",2019,22,36.9,15.1,1
"10656","T022","T014","5",2019,10.2,33.94209856,12.6,0
"10656","T022","T014","10",2019,18.9,38.19752677,11.9,0
"10657","T022","T014","2",2019,1.9,31.20917953,12,0
"10657","T022","T014","10",2019,16.4,38.31111614,11.9,0
"10657","T022","T014","12",2019,20,38.52180675,15.1,1
"10657","T022","T014","5",2019,7.3,34.73328919,12.5,0
"10658","T022","T014","12",2019,19.9,38.70099751,15.2,1
"10658","T022","T014","5",2019,9.1,33.94658217,12.5,0
"10658","T022","T014","2",2019,3.4,22.67930734,12,0
"10658","T022","T014","10",2019,17.7,38.01460786,11.9,0
"10659","T022","T022","2",2019,3.1,30.4263747,12.1,0
"10659","T022","T022","5",2019,5.2,32.2617084,14.2,1
"10660","T023","T030","5",2019,12.5,34.17457757,14.3,0
"10660","T023","T030","2",2019,4,32.4,12.4,0
"10660","T023","T030","10",2019,20.2,39.6205605,12.4,0
"10660","T023","T030","12",2019,21.1,37.13563146,16.6,1
"10661","T023","T030","2",2019,5,31.39309497,12.4,0
"10661","T023","T030","5",2019,13.7,34.17841983,14.4,0
"10661","T023","T030","10",2019,22.3,37.70176413,12.4,0
"10661","T023","T030","12",2019,23.6,35.65937505,16.6,1
"10662","T023","T030","10",2019,18.7,38.5035825,12.4,0
"10662","T023","T030","12",2019,22.2,36.91192282,16.6,1
"10662","T023","T030","5",2019,10.6,32.54620861,14.3,0
"10662","T023","T030","2",2019,3,28.60685676,12.4,0
"10663","T025","T026","12",2019,25.7,37.2213198,18.3,1
"10663","T025","T026","5",2019,10.7,33.83640211,14.1,0
"10663","T025","T026","2",2019,4.5,33.05940358,18.4,0
"10663","T025","T026","10",2019,22,38.36765274,15.1,0
"10664","T025","T026","12",2019,25.6,37.09526011,18.3,1
"10664","T025","T026","10",2019,21.7,38.45269368,15.1,0
"10664","T025","T026","2",2019,4.2,31.90243556,18.4,0
"10664","T025","T026","5",2019,10.5,33.04407934,14.1,0
"10665","T025","T025","10",2019,21.4,37.51881841,14.9,0
"10665","T025","T025","2",2019,4.2,32.24956469,18.4,0
"10665","T025","T025","12",2019,24.4,35.55667252,18.2,1
"10665","T025","T025","5",2019,10.4,32.97201276,13.9,0
"10666","T026","T025","12",2019,21.3,39.22235121,18.2,1
"10666","T026","T025","2",2019,4.3,32.46903247,18.2,0
"10666","T026","T025","10",2019,20.2,37.51881841,14.9,0
"10666","T026","T025","5",2019,10.2,32.7012457,14.3,0
"10667","T026","T025","2",2019,4,34.26207161,18.2,0
"10667","T026","T025","10",2019,15.5,35.07757902,14.9,0
"10667","T026","T025","12",2019,18.7,37.44082313,18.2,1
"10667","T026","T025","5",2019,8.2,33.34811099,14.3,0
"10668","T033","T028","12",2019,21,38.82781971,15.9,1
"10668","T033","T028","5",2019,9.9,31.38826372,14.4,0
"10668","T033","T028","2",2019,3.2,28.81640297,15.6,0
"10668","T033","T028","10",2019,17.4,37.57797671,12.3,0
"10669","T033","T028","5",2019,10.4,34.4888443,13.9,0
"10669","T033","T028","12",2019,22,39.57120011,15.9,1
"10669","T033","T028","2",2019,3.8,30.52777755,15.6,0
"10669","T033","T028","10",2019,19.9,38.84491594,12.3,0
"10670","T033","T028","5",2019,8.8,33.81846962,13.9,0
"10670","T033","T028","2",2019,2.8,32.86298096,15.6,0
"10670","T033","T028","10",2019,16.5,37.21186904,12.3,0
"10670","T033","T028","12",2019,19.2,37.2,15.9,1
"10671","T029","T024","10",2019,15.5,37.1002707,10.9,0
"10671","T029","T024","2",2019,2.7,28.06191086,11.1,0
"10671","T029","T024","5",2019,8.1,32.8650273,12,0
"10671","T029","T024","12",2019,18.1,38.49436815,17.1,1
"10672","T029","T024","10",2019,18.1,38.38324976,10.9,0
"10672","T029","T024","5",2019,9.8,33.20535697,11.9,0
"10672","T029","T024","12",2019,20.8,37.7793225,17.1,1
"10672","T029","T024","2",2019,5,28.70494727,11.1,0
"10673","T029","T029","12",2019,15.1,36.76162228,16.8,1
"10673","T029","T029","10",2019,10.9,39.13378185,11.2,0
"10673","T029","T029","5",2019,8.6,33.46369606,12.7,0
"10673","T029","T029","2",2019,3.2,28.24159614,11.1,0
"10674","T029","T029","2",2019,3.7,28.55688618,11.1,0
"10674","T029","T029","12",2019,14.2,35.23256711,16.9,1
"10674","T029","T029","5",2019,7.4,34.86460857,12.6,0
"10674","T029","T029","10",2019,11.5,36.0508004,11.2,0
"10675","T024","T029","5",2019,12.5,35.69711443,12.6,0
"10675","T024","T029","2",2019,5.7,32.9217773,11.4,0
"10675","T024","T029","10",2019,23.6,38.63111666,11.2,0
"10675","T024","T029","12",2019,27.3,38.41753672,16.8,1
"10676","T024","T029","10",2019,14.7,38.20019985,11.2,0
"10676","T024","T029","2",2019,4.1,32.55297527,11.4,0
"10676","T024","T029","12",2019,19.6,37.50011713,16.9,1
"10676","T024","T029","5",2019,8.7,34.65408618,12.6,0
"10677","T031","T043","12",2019,21.2,36.57600444,17.2,1
"10677","T031","T043","5",2019,10,36.89344052,17.4,0
"10677","T031","T043","10",2019,20,36.21880759,16.9,0
"10677","T031","T043","2",2019,3.3,32.2,16.8,0
"10678","T031","T043","12",2019,18.4,36.5183905,17.2,1
"10678","T031","T043","2",2019,3.1,34.19342458,16.8,0
"10678","T031","T043","10",2019,16.5,35.36180707,16.8,0
"10678","T031","T043","5",2019,8.8,35.2262147,17.2,0
"10679","T031","T043","5",2019,9.7,36.86678344,17.3,0
"10679","T031","T043","10",2019,16.8,37.9914869,16.8,0
"10679","T031","T043","2",2019,3.5,31.52526107,16.8,0
"10679","T031","T043","12",2019,19.8,39.0385967,17.2,1
"10680","T031","T031","12",2019,13.4,38.03859348,17.9,1
"10680","T031","T031","5",2019,8,31.87964545,18.3,0
"10680","T031","T031","2",2019,4.2,32.22057643,16.8,0
"10680","T031","T031","10",2019,12.2,38.45561671,18.4,0
"10682","T027","T041","12",2019,17.2,37.8,20.2,1
"10682","T027","T041","2",2019,4,28.89155828,18,0
"10682","T027","T041","5",2019,8.7,35.70016199,18.1,0
"10682","T027","T041","10",2019,14,36.21692818,17.9,0
"10683","T027","T041","10",2019,17.1,31.58264417,18,0
"10683","T027","T041","2",2019,3.2,27.5,18,0
"10683","T027","T041","5",2019,8.4,34.74476563,18.1,0
"10683","T027","T041","12",2019,19.8,38.5,20.2,1
"10684","T034","T027","12",2019,20.7,37.4,19.8,1
"10684","T034","T027","5",2019,8.7,36.41582127,17.5,0
"10684","T034","T027","10",2019,17.5,38.15771992,17.7,0
"10684","T034","T027","2",2019,3.1,31.96066979,18.4,0
"10685","T034","T027","2",2019,4.1,34.17936145,18.4,0
"10685","T034","T027","12",2019,18.7,38.27056347,19.8,1
"10685","T034","T027","5",2019,9.2,36.17545977,17.4,0
"10685","T034","T027","10",2019,15.9,35.78710397,17.7,0
"10686","T034","T041","5",2019,9.5,35.07987885,18,0
"10686","T034","T041","2",2019,4.3,33.34793218,18.4,0
"10686","T034","T041","12",2019,20.7,39.5,20.1,1
"10686","T034","T041","10",2019,19.3,39.00314794,17.9,0
"10687","T034","T034","12",2019,17.2,39.44318958,20.7,1
"10687","T034","T034","5",2019,10.9,34.78133153,18.3,0
"10687","T034","T034","2",2019,4.3,34.34962503,18.4,0
"10687","T034","T034","10",2019,15.6,38.93942059,17.7,0
"10688","T041","T034","12",2019,15.7,38.3487346,20.6,1
"10688","T041","T034","5",2019,10.3,39.09352197,18,0
"10688","T041","T034","10",2019,14,37.85613804,17.7,0
"10688","T041","T034","2",2019,4.6,32.56408444,18.4,0
"10689","T041","T034","2",2019,4.3,34.29094173,18.4,0
"10689","T041","T034","10",2019,14.2,38.65477021,17.8,0
"10689","T041","T034","12",2019,15.2,39.18057872,20.6,1
"10689","T041","T034","5",2019,9.2,36.90652967,18.1,0
"10690","T041","T034","12",2019,13,38.83609129,20.6,1
"10690","T041","T034","5",2019,7.2,38.22208496,18,0
"10690","T041","T034","10",2019,13.1,36.7744143,17.7,0
"10690","T041","T034","2",2019,2.5,32.20600582,18.4,0
"10691","T043","T031","10",2019,18.2,38.25907077,18.3,0
"10691","T043","T031","2",2019,3.8,31.57866794,17.1,0
"10691","T043","T031","5",2019,8.8,34.78133153,18.3,0
"10691","T043","T031","12",2019,20.8,39.55281885,17.9,1
"10692","T043","T031","5",2019,10,34.15978727,18.3,0
"10692","T043","T031","10",2019,17.8,38.9442634,18.3,0
"10692","T043","T031","2",2019,4.3,31.59754135,17.1,0
"10692","T043","T031","12",2019,20,39.60615629,18.1,1
"10693","T043","T031","12",2019,14.9,37.35637525,18.1,1
"10693","T043","T031","5",2019,6.7,32.88873981,18.3,0
"10693","T043","T031","10",2019,13.9,38.90834346,18.4,0
"10693","T043","T031","2",2019,2.7,30.11933101,17.2,0
"10696","T038","T039","2",2019,5.4,30.15844968,14.2,1
"10697","T038","T039","2",2019,4.6,30.109745,14.2,1
"10698","T038","T039","2",2019,6.5,29.43176841,14.2,1
"10699","T032","T040","2",2019,4,32.43103495,14.4,0
"10699","T032","T040","10",2019,16.4,39.52046233,18.2,0
"10699","T032","T040","12",2019,17.3,36.28819365,16.1,1
"10699","T032","T040","5",2019,7.5,31.32248829,14.3,0
"10700","T032","T040","12",2019,18.4,38.70791942,16.2,1
"10700","T032","T040","2",2019,4.7,32.88351985,14.4,0
"10700","T032","T040","10",2019,18.1,37.33788637,18.2,0
"10700","T032","T040","5",2019,10.6,33.66922656,14.4,0
"10701","T032","T040","5",2019,7.1,33.74387502,14.5,0
"10701","T032","T040","2",2019,3.7,31.00833022,14.4,0
"10701","T032","T040","10",2019,9.8,35.74819121,18.2,1
"10702","T032","T032","10",2019,20.4,38.686146,18.2,0
"10702","T032","T032","5",2019,9.3,35.7,16.4,0
"10702","T032","T032","2",2019,4.2,31.47853618,14.4,0
"10702","T032","T032","12",2019,19.7,37.84043012,16.2,1
"10703","T032","T032","12",2019,13.7,33.83002172,16.2,1
"10703","T032","T032","10",2019,14.5,37.69207143,18.2,0
"10703","T032","T032","5",2019,7.2,33.55379575,16.4,0
"10703","T032","T032","2",2019,3.3,29.089142,14.4,0
"10705","T039","T038","10",2019,13.6,39.31307739,17.5,0
"10705","T039","T038","2",2019,2.4,22.4855636,14.3,0
"10705","T039","T038","5",2019,6.8,31.50724454,13.4,0
"10705","T039","T038","12",2019,13.8,35.4277278,16.8,1
"10706","T039","T038","10",2019,18.6,34.37795723,17.5,0
"10706","T039","T038","12",2019,18.6,38.05624822,16.8,1
"10706","T039","T038","2",2019,4.2,23.4,14.2,0
"10706","T039","T038","5",2019,9.1,35.81941255,13.4,0
"10707","T039","T038","10",2019,18,20.16678331,17.5,0
"10707","T039","T038","12",2019,18,36.8462014,16.7,1
"10707","T039","T038","5",2019,10.4,32.98044351,13.5,0
"10707","T039","T038","2",2019,4.9,24.18568681,14.2,0
"10708","T040","T032","5",2019,6.2,33.73090746,16.4,0
"10708","T040","T032","2",2019,3.6,29.7830413,14.5,0
"10708","T040","T032","10",2019,7,34.69385563,18.2,1
"10709","T040","T032","10",2019,17.7,39.18292285,18.2,0
"10709","T040","T032","12",2019,18.2,37.05322512,16.4,1
"10709","T040","T032","2",2019,4.7,29.83188117,14.5,0
"10709","T040","T032","5",2019,10.2,34.23712616,16.4,0
"10710","T040","T032","2",2019,4.1,29.09775872,14.5,0
"10710","T040","T032","12",2019,14.2,35.98352265,16.3,1
"10710","T040","T032","5",2019,8.9,34.10783929,16.4,0
"10710","T040","T032","10",2019,13.4,36.74713329,18.2,0
"10711","T035","T042","5",2019,11.4,32.7,16.7,0
"10711","T035","T042","2",2019,4.9,29.98292462,17.5,0
"10711","T035","T042","12",2019,22.2,38.97764194,17.2,1
"10711","T035","T042","10",2019,18.6,36.97858391,18,0
"10712","T042","T035","5",2019,9.1,33.75464079,16.9,0
"10712","T042","T035","2",2019,4.4,22.76854242,17.1,0
"10712","T042","T035","10",2019,17.6,35.9941494,17.9,0
"10712","T042","T035","12",2019,20.4,38.75727401,17.2,1
"10713","T042","T042","12",2019,12,36.42138425,17.2,1
"10713","T042","T042","10",2019,10.9,34.1,18,0
"10713","T042","T042","2",2019,2.9,22.35080523,17.1,0
"10713","T042","T042","5",2019,6.7,33.40361254,16.7,0
"10714","T042","T042","12",2019,15.3,37.23759422,17.2,1
"10714","T042","T042","10",2019,14.3,36.10558825,18.1,0
"10714","T042","T042","5",2019,7.8,29.66329001,16.7,0
"10714","T042","T042","2",2019,4.2,24.31453925,17.1,0
"10719","T044","T046","2",2019,2.8,30.87492422,14.7,0
"10719","T044","T046","5",2019,9.2,27.65185394,14.9,0
"10719","T044","T046","12",2019,18,39.16910149,20.4,1
"10719","T044","T046","10",2019,14.9,33.06347173,16.9,0
"10720","T044","T046","5",2019,11.2,27.21524635,14.9,0
"10720","T044","T046","10",2019,20,35.43725681,16.9,0
"10720","T044","T046","2",2019,5.2,28.89175304,14.7,0
"10720","T044","T046","12",2019,21.7,39.05979184,20.5,1
"10721","T044","T044","10",2019,13.6,36.44429963,16.6,0
"10721","T044","T044","12",2019,15.5,39.36265038,19.5,1
"10721","T044","T044","2",2019,5.6,29.48122639,14.7,0
"10721","T044","T044","5",2019,10.5,33.87690146,12.7,0
"10722","T044","T044","2",2019,5.7,28.90797093,14.8,0
"10722","T044","T044","10",2019,14.8,36.37981543,16.7,0
"10722","T044","T044","12",2019,18.9,39.44703846,19.5,1
"10722","T044","T044","5",2019,10.6,32.21003669,12.7,0
"10725","T046","TO47","5",2019,9.8,32.32904188,12.3,0
"10725","T046","TO47","10",2019,20.3,36.44510206,19.5,0
"10725","T046","TO47","2",2019,4.5,29.96031106,14.9,0
"10725","T046","TO47","12",2019,22.9,39,20.5,1
"10726","T046","T044","5",2019,8,31.20087713,12.7,1
"10726","T046","T044","2",2019,4.7,32.21832363,14.9,0
"10727","T047","T044","5",2019,9.8,32.56799396,12.7,0
"10727","T047","T044","10",2019,9.9,15.92595128,16.7,1
"10727","T047","T044","2",2019,4.5,28.10707901,14.7,0
"10729","T045","T045","10",2019,18.5,37.2,17.4,0
"10729","T045","T045","12",2019,20.8,36.43733161,17.8,1
"10729","T045","T045","5",2019,11.9,31.80009166,12.8,0
"10729","T045","T045","2",2019,5.3,32.79434435,18.6,0
"10730","T045","T045","12",2019,22,37.97257394,17.8,1
"10730","T045","T045","2",2019,6,32.83828497,18.5,0
"10730","T045","T045","5",2019,11.8,33.10388032,12.9,0
"10730","T045","T045","10",2019,17.9,37.41093957,17.4,0
"10731","T045","T045","2",2019,5.1,31.75286258,18.4,0
"10731","T045","T045","12",2019,17.5,38.21138404,17.8,1
"10731","T045","T045","5",2019,8.6,29.00911513,13,0
